t	u	lambda	p	e
6.48	0.5236	8.0015	29.886	-3.3195
6.49	0.5236	7.8942	29.798	-3.3195
6.5	0.5236	7.7876	29.798	-3.4284
6.51	0.5236	7.6778	29.798	-3.4284
6.52	0.5236	7.559	29.71	-3.4284
6.53	0.5236	7.4457	29.71	-3.4284
6.54	0.5236	7.332	29.622	-3.4284
6.55	0.5236	7.2152	29.622	-3.5373
6.56	0.5236	7.0987	29.622	-3.5373
6.57	0.5236	6.9831	29.534	-3.5373
6.58	0.5236	6.8608	29.534	-3.5373
6.59	0.5236	6.7375	29.534	-3.5373
6.6	0.5236	6.6143	29.447	-3.5373
6.61	0.5236	6.484	29.359	-3.5373
6.62	0.5236	6.3566	29.359	-3.5373
6.63	0.5236	6.2273	29.359	-3.6462
6.64	0.5236	6.097	29.271	-3.6462
6.65	0.5236	5.9661	29.271	-3.6462
6.66	0.5236	5.8312	29.183	-3.6462
6.67	0.5236	5.6976	29.183	-3.6462
6.68	0.5236	5.5579	29.183	-3.6462
6.69	0.5236	5.4182	29.095	-3.6462
6.7	0.5236	5.2737	29.095	-3.7551
6.71	0.5236	5.1344	29.095	-3.7551
6.72	0.5236	4.9913	29.007	-3.7551
6.73	0.5236	4.8417	29.007	-3.7551
6.74	0.5236	4.6925	29.007	-3.7551
6.75	0.5236	4.5428	29.007	-3.7551
6.76	0.5236	4.3929	28.919	-3.864
6.77	0.5236	4.2399	28.919	-3.864
6.78	0.5236	4.0852	28.919	-3.864
6.79	0.5236	3.9287	28.831	-3.864
6.8	0.5236	3.771	28.831	-3.864
6.81	0.5236	3.6132	28.831	-3.864
6.82	0.5236	3.452	28.831	-3.864
6.83	0.5236	3.2884	28.831	-3.864
6.84	0.5236	3.123	28.743	-3.864
6.85	0.5236	2.9562	28.743	-3.9729
6.86	0.5236	2.7901	28.743	-3.9729
6.87	0.5236	2.62	28.743	-3.9729
6.88	0.5236	2.4476	28.655	-3.9729
6.89	0.5236	2.2778	28.655	-3.9729
6.9	0.5236	2.1015	28.655	-3.9729
6.91	0.5236	1.9211	28.655	-3.9729
6.92	0.5236	1.7425	28.655	-3.9729
6.93	0.5236	1.5622	28.655	-4.0818
6.94	0.5236	1.3838	28.655	-4.0818
6.95	0.5236	1.1996	28.568	-4.0818
6.96	0.5236	1.0106	28.655	-4.0818
6.97	0.5236	0.82693	28.568	-4.0818
6.98	0.5236	0.63685	28.568	-4.0818
6.99	0.5236	0.44427	28.568	-4.0818
7	0.5236	0.25568	28.568	-4.0818
7.01	0.5236	0.057212	28.568	-4.0818
7.02	0.5236	-0.13197	28.568	-4.0818
7.03	0.5236	-0.33367	28.568	-4.0818
7.04	0.5236	-0.53086	28.568	-4.0818
7.05	0.5236	-0.73119	28.568	-4.0818
7.06	0.5236	-0.93948	28.568	-4.0818
7.07	0.5236	-1.1406	28.568	-4.0818
7.08	0.5236	-1.3432	28.568	-4.0818
7.09	0.5236	-1.5528	28.568	-4.0818
7.1	0.5236	-1.7666	28.48	-4.0818
7.11	0.5236	-1.9753	28.48	-4.0818
7.12	0.5236	-2.1781	28.48	-4.0818
7.13	0.5236	-2.3878	28.48	-4.0818
7.14	0.5236	-2.6016	28.48	-4.0818
7.15	0.5236	-2.8178	28.48	-4.0818
7.16	0.5236	-3.0355	28.48	-4.0818
7.17	0.5236	-3.2585	28.48	-4.0818
7.18	0.5236	-3.483	28.48	-4.0818
7.19	0.5236	-3.7162	28.48	-4.0818
7.2	0.5236	-3.944	28.48	-4.0818
7.21	0.5236	-4.1684	28.48	-4.0818
7.22	0.5236	-4.391	28.48	-4.0818
7.23	0.5236	-4.6243	28.48	-4.0818
7.24	0.5236	-4.8581	28.392	-4.0818
7.25	0.5236	-5.0946	28.392	-4.0818
7.26	0.5236	-5.3338	28.392	-4.0818
7.27	0.5236	-5.5651	28.392	-4.0818
7.28	0.5236	-5.8067	28.392	-4.0818
7.29	0.5236	-6.0423	28.392	-4.0818
7.3	0.5236	-6.2894	28.392	-4.0818
7.31	0.5236	-6.5336	28.392	-4.0818
7.32	0.5236	-6.7775	28.304	-3.9729
7.33	0.5236	-7.0266	28.304	-3.9729
7.34	0.5236	-7.2749	28.304	-3.9729
7.35	0.5236	-7.5212	28.304	-3.9729
7.36	0.5236	-7.7746	28.304	-3.9729
7.37	0.5236	-8.0293	28.304	-3.9729
7.38	0.5236	-8.2845	28.304	-3.9729
7.39	0.5236	-8.5432	28.304	-3.9729
7.4	0.5236	-8.8004	28.216	-3.9729
7.41	0.5236	-9.0563	28.216	-3.864
7.42	0.5236	-9.3193	28.216	-3.864
7.43	0.5236	-9.5826	28.216	-3.864
7.44	0.5236	-9.8461	28.216	-3.864
7.45	0.5236	-10.113	28.216	-3.864
7.46	0.5236	-10.379	28.216	-3.7551
7.47	0.5236	-10.647	28.216	-3.7551
7.48	0.5236	-10.921	28.216	-3.7551
7.49	0.5236	-11.19	28.128	-3.7551
7.5	0.5236	-11.465	28.128	-3.7551
7.51	0.5236	-11.743	28.128	-3.7551
7.52	0.5236	-12.017	28.128	-3.7551
7.53	0.5236	-12.295	28.128	-3.7551
7.54	0.5236	-12.575	28.128	-3.6462
7.55	0.5236	-12.855	28.128	-3.6462
7.56	0.5236	-13.139	28.04	-3.6462
7.57	0.5236	-13.422	28.04	-3.6462
7.58	0.5236	-13.708	28.04	-3.5373
7.59	0.5236	-13.996	28.04	-3.5373
7.6	0.5236	-14.284	28.04	-3.5373
7.61	0.5236	-14.573	28.04	-3.5373
7.62	0.5236	-14.862	27.952	-3.5373
7.63	0.5236	-15.153	27.952	-3.5373
7.64	0.5236	-15.447	27.952	-3.4284
7.65	0.5236	-15.742	27.952	-3.4284
7.66	0.5236	-16.039	27.952	-3.4284
7.67	0.5236	-16.337	27.952	-3.4284
7.68	0.5236	-16.636	27.864	-3.3195
7.69	0.5236	-16.938	27.864	-3.3195
7.7	0.5236	-17.239	27.864	-3.3195
7.71	0.5236	-17.543	27.864	-3.3195
7.72	0.5236	-17.848	27.864	-3.3195
7.73	0.5236	-18.154	27.776	-3.2106
7.74	0.5236	-18.464	27.776	-3.2106
7.75	0.5236	-18.77	27.776	-3.2106
7.76	0.5236	-19.08	27.776	-3.2106
7.77	0.5236	-19.393	27.776	-3.2106
7.78	0.5236	-19.704	27.689	-3.1017
7.79	0.5236	-20.016	27.689	-3.1017
7.8	0.5236	-20.334	27.689	-3.1017
7.81	0.5236	-20.648	27.689	-3.1017
7.82	0.5236	-20.967	27.601	-2.9928
7.83	0.5236	-21.292	27.601	-2.9928
7.84	0.5236	-21.61	27.601	-2.9928
7.85	0.5236	-21.93	27.601	-2.9928
7.86	0.5236	-22.257	27.601	-2.8839
7.87	0.5236	-22.583	27.601	-2.8839
7.88	0.5236	-22.912	27.513	-2.8839
7.89	0.5236	-23.239	27.513	-2.8839
7.9	0.5236	-23.57	27.513	-2.775
7.91	0.5236	-23.898	27.513	-2.775
7.92	0.5236	-24.228	27.513	-2.775
7.93	0.5236	-24.557	27.425	-2.775
7.94	0.5236	-24.887	27.425	-2.6661
7.95	0.5236	-25.227	27.425	-2.6661
7.96	0.5236	-25.56	27.425	-2.6661
7.97	0.5236	-25.894	27.425	-2.5572
7.98	0.5236	-26.235	27.425	-2.5572
7.99	0.5236	-26.574	27.425	-2.5572
8	0.5236	-26.914	27.337	-2.5572
8.01	0.5236	-27.255	27.337	-2.5572
8.02	0.5236	-27.601	27.337	-2.4483
8.03	0.5236	-27.945	27.337	-2.4483
8.04	0.5236	-28.292	27.337	-2.4483
8.05	0.5236	-28.638	27.337	-2.4483
8.06	0.5236	-28.986	27.249	-2.3394
8.07	0.5236	-29.336	27.249	-2.3394
8.08	0.5236	-29.686	27.249	-2.3394
8.09	0.5236	-30.037	27.249	-2.2305
8.1	0.5236	-30.388	27.249	-2.2305
8.11	0.5236	-30.743	27.249	-2.2305
8.12	0.5236	-31.1	27.161	-2.2305
8.13	0.5236	-31.455	27.249	-2.1216
8.14	0.5236	-31.813	27.161	-2.1216
8.15	0.5236	-32.171	27.161	-2.1216
8.16	0.5236	-32.53	27.161	-2.1216
8.17	0.5236	-32.893	27.161	-2.1216
8.18	0.5236	-33.255	27.161	-2.0127
8.19	0.5236	-33.617	27.161	-2.0127
8.2	0.5236	-33.978	27.161	-2.0127
8.21	0.5236	-34.342	27.073	-1.9038
8.22	0.5236	-34.709	27.073	-1.9038
8.23	0.5236	-35.073	27.073	-1.9038
8.24	0.5236	-35.443	27.073	-1.9038
8.25	0.5236	-35.812	27.073	-1.7949
8.26	0.5236	-36.185	27.073	-1.7949
8.27	0.5236	-36.557	27.073	-1.7949
8.28	0.5236	-36.934	27.073	-1.7949
8.29	0.5236	-37.305	27.073	-1.7949
8.3	0.5236	-37.682	27.073	-1.686
8.31	0.5236	-38.056	26.985	-1.686
8.32	0.5236	-38.432	27.073	-1.686
8.33	0.5236	-38.812	26.985	-1.5771
8.34	0.5236	-39.188	26.985	-1.5771
8.35	0.5236	-39.568	26.985	-1.5771
8.36	0.5236	-39.951	26.985	-1.5771
8.37	0.5236	-40.328	26.985	-1.4682
8.38	0.5236	-40.712	26.985	-1.5771
8.39	0.5236	-41.098	26.897	-1.4682
8.4	0.5236	-41.484	26.985	-1.4682
8.41	0.5236	-41.872	26.897	-1.4682
8.42	0.5236	-42.258	26.897	-1.4682
8.43	0.5236	-42.648	26.897	-1.3593
8.44	0.5236	-43.036	26.897	-1.3593
8.45	0.5236	-43.428	26.897	-1.3593
8.46	0.5236	-43.817	26.897	-1.3593
8.47	0.5236	-44.209	26.897	-1.2504
8.48	0.5236	-44.603	26.81	-1.2504
8.49	0.5236	-45	26.81	-1.2504
8.5	0.5236	-45.397	26.81	-1.2504
8.51	0.5236	-45.794	26.81	-1.2504
8.52	0.5236	-46.19	26.81	-1.1415
8.53	0.5236	-46.59	26.81	-1.1415
8.54	0.5236	-46.992	26.81	-1.1415
8.55	0.5236	-47.392	26.81	-1.1415
8.56	0.5236	-47.792	26.722	-1.1415
8.57	0.5236	-48.194	26.81	-1.1415
8.58	0.5236	-48.597	26.722	-1.0326
8.59	0.5236	-49.001	26.722	-1.0326
8.6	0.5236	-49.406	26.722	-1.0326
8.61	0.5236	-49.813	26.722	-1.0326
8.62	0.5236	-50.223	26.722	-1.0326
8.63	0.5236	-50.631	26.722	-1.0326
8.64	0.5236	-51.041	26.722	-0.9237
8.65	0.5236	-51.456	26.722	-0.9237
8.66	0.5236	-51.863	26.722	-0.9237
8.67	0.5236	-52.28	26.634	-0.9237
8.68	0.5236	-52.692	26.634	-0.9237
8.69	0.5236	-53.107	26.722	-0.9237
8.7	0.5236	-53.522	26.634	-0.8148
8.71	0.5236	-53.939	26.634	-0.8148
8.72	0.5236	-54.355	26.634	-0.8148
8.73	0.5236	-54.773	26.634	-0.8148
8.74	0.5236	-55.19	26.634	-0.8148
8.75	0.5236	-55.616	26.634	-0.8148
8.76	0.5236	-56.036	26.634	-0.8148
8.77	0.5236	-56.457	26.634	-0.7059
8.78	0.5236	-56.886	26.634	-0.7059
8.79	0.5236	-57.311	26.634	-0.7059
8.8	0.5236	-57.733	26.634	-0.7059
8.81	0.5236	-58.161	26.634	-0.7059
8.82	0.5236	-58.595	26.546	-0.7059
8.83	0.5236	-59.026	26.634	-0.7059
8.84	0.5236	-59.447	26.546	-0.7059
8.85	0.5236	-59.876	26.546	-0.597
8.86	0.5236	-60.309	26.546	-0.597
8.87	0.5236	-60.744	26.546	-0.597
8.88	0.5236	-61.182	26.634	-0.597
8.89	0.5236	-61.62	26.546	-0.597
8.9	0.5236	-62.059	26.546	-0.597
8.91	0.5236	-62.498	26.546	-0.597
8.92	0.5236	-62.937	26.546	-0.597
8.93	0.5236	-63.376	26.546	-0.597
8.94	0.5236	-63.816	26.546	-0.597
8.95	0.5236	-64.255	26.546	-0.4881
8.96	0.5236	-64.694	26.546	-0.4881
8.97	0.5236	-65.134	26.546	-0.4881
8.98	0.5236	-65.573	26.546	-0.4881
8.99	0.5236	-66.025	26.546	-0.4881
9	0.5236	-66.477	26.546	-0.4881
9.01	0.5236	-66.925	26.546	-0.4881
9.02	0.5236	-67.369	26.546	-0.4881
9.03	0.5236	-67.823	26.546	-0.4881
9.04	0.5236	-68.277	26.546	-0.4881
9.05	0.5236	-68.725	26.546	-0.4881
9.06	0.5236	-69.174	26.546	-0.4881
9.07	0.5236	-69.633	26.546	-0.4881
9.08	0.5236	-70.084	26.546	-0.3792
9.09	0.5236	-70.542	26.546	-0.3792
9.1	0.5236	-70.999	26.546	-0.3792
9.11	0.5236	-71.457	26.546	-0.3792
9.12	0.5236	-71.917	26.546	-0.3792
9.13	0.5236	-72.38	26.546	-0.3792
9.14	0.5236	-72.84	26.546	-0.3792
9.15	0.5236	-73.306	26.546	-0.3792
9.16	0.5236	-73.765	26.458	-0.3792
9.17	0.5236	-74.233	26.458	-0.3792
9.18	0.5236	-74.699	26.458	-0.3792
9.19	0.5236	-75.163	26.458	-0.3792
9.2	0.5236	-75.635	26.458	-0.3792
9.21	0.5236	-76.106	26.458	-0.2703
9.22	0.5236	-76.578	26.458	-0.2703
9.23	0.5236	-77.046	26.458	-0.2703
9.24	0.5236	-77.521	26.458	-0.2703
9.25	0.5236	-77.996	26.37	-0.2703
9.26	0.5236	-78.472	26.37	-0.2703
9.27	0.5236	-78.947	26.37	-0.2703
9.28	0.5236	-79.426	26.37	-0.2703
9.29	0.5236	-79.902	26.37	-0.2703
9.3	0.5236	-80.386	26.37	-0.2703
9.31	0.5236	-80.865	26.282	-0.2703
9.32	0.5236	-81.346	26.282	-0.2703
9.33	0.5236	-81.828	26.282	-0.2703
9.34	0.5236	-82.315	26.282	-0.2703
9.35	0.5236	-82.8	26.282	-0.2703
9.36	0.5236	-83.285	26.194	-0.2703
9.37	0.5236	-83.772	26.194	-0.2703
9.38	0.5236	-84.258	26.194	-0.1614
9.39	0.5236	-84.746	26.194	-0.1614
9.4	0.5236	-85.24	26.194	-0.1614
9.41	0.5236	-85.729	26.194	-0.1614
9.42	0.5236	-86.22	26.194	-0.1614
9.43	0.5236	-86.712	26.106	-0.1614
9.44	0.5236	-87.212	26.106	-0.1614
9.45	0.5236	-87.714	26.106	-0.1614
9.46	0.5236	-88.226	26.106	-0.1614
9.47	0.5236	-88.724	26.018	-0.1614
9.48	0.5236	-89.23	26.018	-0.1614
9.49	0.5236	-89.738	26.018	-0.1614
9.5	0.5236	-90.243	26.018	-0.1614
9.51	0.5236	-90.735	26.018	-0.1614
9.52	0.5236	-91.235	25.931	-0.1614
9.53	0.5236	-91.733	25.931	-0.1614
9.54	0.5236	-92.249	25.931	-0.0525
9.55	0.5236	-92.747	25.931	-0.0525
9.56	0.5236	-93.244	25.931	-0.0525
9.57	0.5236	-93.755	25.843	-0.0525
9.58	0.5236	-94.271	25.843	-0.0525
9.59	0.5236	-94.792	25.843	-0.0525
9.6	0.5236	-95.301	25.843	-0.0525
9.61	0.5236	-95.813	25.843	-0.0525
9.62	0.5236	-96.329	25.843	-0.0525
9.63	0.5236	-96.843	25.843	-0.0525
9.64	0.5236	-97.35	25.755	-0.0525
9.65	0.5236	-97.869	25.843	-0.0525
9.66	0.5236	-98.389	25.755	0.0564
9.67	0.5236	-98.902	25.755	0.0564
9.68	0.5236	-99.42	25.755	0.0564
9.69	0.5236	-99.949	25.755	0.0564
9.7	0.5236	-100.47	25.755	0.0564
9.71	0.5236	-101	25.667	0.0564
9.72	0.5236	-101.53	25.667	0.0564
9.73	0.5236	-102.05	25.667	0.0564
9.74	0.5236	-102.57	25.667	0.0564
9.75	0.5236	-103.1	25.667	0.0564
9.76	0.50892	-103.63	25.667	0.0564
9.77	0.49423	-104.16	25.667	0.0564
9.78	0.47955	-104.68	25.579	0.0564
9.79	0.46487	-105.22	25.579	0.0564
9.8	0.45018	-105.75	25.579	0.0564
9.81	0.4355	-106.28	25.579	0.1653
9.82	0.42082	-106.81	25.579	0.1653
9.83	0.40613	-107.34	25.491	0.1653
9.84	0.39145	-107.88	25.579	0.1653
9.85	0.37677	-108.42	25.491	0.1653
9.86	0.36208	-108.94	25.491	0.1653
9.87	0.3474	-109.46	25.491	0.1653
9.88	0.33272	-110.01	25.403	0.1653
9.89	0.31803	-110.56	25.403	0.1653
9.9	0.30335	-111.1	25.403	0.1653
9.91	0.28867	-111.65	25.315	0.1653
9.92	0.27398	-112.2	25.315	0.1653
9.93	0.2593	-112.74	25.227	0.1653
9.94	0.24462	-113.28	25.227	0.1653
9.95	0.22993	-113.82	25.139	0.2742
9.96	0.21525	-114.37	25.052	0.2742
9.97	0.20057	-114.92	24.964	0.2742
9.98	0.18588	-115.47	24.876	0.2742
9.99	0.1712	-116.02	24.788	0.2742
10	0.15652	-116.57	24.7	0.2742
10.01	0.16333	-117.12	24.524	0.2742
10.02	0.17015	-117.67	24.436	0.2742
10.03	0.17697	-118.22	24.348	0.2742
10.04	0.18378	-118.76	24.173	0.2742
10.05	0.1906	-119.32	23.997	0.2742
10.06	0.19742	-119.88	23.821	0.2742
10.07	0.20423	-120.43	23.645	0.3831
10.08	0.21105	-120.99	23.469	0.3831
10.09	0.21787	-121.54	23.294	0.3831
10.1	0.22468	-122.1	23.03	0.3831
10.11	0.2315	-122.66	22.854	0.3831
10.12	0.23832	-123.22	22.59	0.3831
10.13	0.24513	-123.78	22.327	0.3831
10.14	0.25195	-124.34	22.151	0.3831
10.15	0.25877	-124.9	21.887	0.3831
10.16	0.26559	-125.46	21.623	0.492
10.17	0.2724	-126.02	21.36	0.492
10.18	0.27922	-126.58	21.096	0.492
10.19	0.28604	-127.14	20.832	0.492
10.2	0.29285	-127.71	20.569	0.492
10.21	0.29967	-128.27	20.217	0.492
10.22	0.30649	-128.83	19.953	0.492
10.23	0.3133	-129.4	19.69	0.492
10.24	0.32012	-129.97	19.426	0.492
10.25	0.32694	-130.53	19.074	0.492
10.26	0.30105	-131.1	18.811	0.6009
10.27	0.27515	-131.67	18.547	0.6009
10.28	0.24926	-132.24	18.283	0.6009
10.29	0.22337	-132.8	17.932	0.6009
10.3	0.19748	-133.37	17.668	0.6009
10.31	0.17159	-133.94	17.404	0.6009
10.32	0.1457	-134.51	17.14	0.6009
10.33	0.11981	-135.08	16.877	0.6009
10.34	0.093921	-135.65	16.613	0.7098
10.35	0.068031	-136.22	16.437	0.7098
10.36	0.04214	-136.79	16.086	0.7098
10.37	0.01625	-137.36	15.91	0.7098
10.38	-0.0096405	-137.93	15.646	0.7098
10.39	-0.035531	-138.5	15.383	0.7098
10.4	-0.061421	-139.08	15.119	0.7098
10.41	-0.087312	-139.65	14.855	0.7098
10.42	-0.1132	-140.22	14.679	0.7098
10.43	-0.13909	-140.79	14.328	0.8187
10.44	-0.16498	-141.36	14.152	0.8187
10.45	-0.19087	-141.93	13.888	0.8187
10.46	-0.21676	-142.51	13.625	0.8187
10.47	-0.24265	-143.08	13.361	0.8187
10.48	-0.26855	-143.65	13.097	0.8187
10.49	-0.29444	-144.22	12.833	0.8187
10.5	-0.32033	-144.8	12.57	0.8187
10.51	-0.32846	-145.37	12.306	0.8187
10.52	-0.33659	-145.94	11.954	0.9276
10.53	-0.34472	-146.52	11.691	0.9276
10.54	-0.35285	-147.09	11.427	0.9276
10.55	-0.36098	-147.66	11.075	0.9276
10.56	-0.36911	-148.23	10.812	0.9276
10.57	-0.37724	-148.81	10.372	0.9276
10.58	-0.38537	-149.38	10.109	0.9276
10.59	-0.3935	-149.95	9.7569	0.9276
10.6	-0.40164	-150.52	9.3174	0.9276
10.61	-0.40977	-151.1	8.9658	0.9276
10.62	-0.4179	-151.67	8.6142	1.0365
10.63	-0.42603	-152.24	8.1747	1.0365
10.64	-0.43416	-152.81	7.7352	1.0365
10.65	-0.44229	-153.38	7.2957	1.0365
10.66	-0.45042	-153.95	6.9441	1.0365
10.67	-0.45855	-154.52	6.4167	1.0365
10.68	-0.46668	-155.1	5.9772	1.0365
10.69	-0.47481	-155.66	5.5377	1.0365
10.7	-0.48294	-156.24	5.0103	1.0365
10.71	-0.49108	-156.81	4.4829	1.0365
10.72	-0.49921	-157.38	4.0434	1.0365
10.73	-0.50734	-157.94	3.516	1.1454
10.74	-0.51547	-158.51	2.9886	1.1454
10.75	-0.5236	-159.08	2.3733	1.1454
10.76	-0.5236	-159.65	1.8459	1.1454
10.77	-0.5236	-160.21	1.3185	1.1454
10.78	-0.5236	-160.78	0.7032	1.1454
10.79	-0.5236	-161.35	0.1758	1.1454
10.8	-0.5236	-161.91	-0.4395	1.1454
10.81	-0.5236	-162.48	-0.9669	1.1454
10.82	-0.5236	-163.04	-1.5822	1.1454
10.83	-0.5236	-163.6	-2.1975	1.1454
10.84	-0.5236	-164.16	-2.8128	1.1454
10.85	-0.5236	-164.72	-3.3402	1.2543
10.86	-0.5236	-165.28	-3.9555	1.2543
10.87	-0.5236	-165.84	-4.5708	1.2543
10.88	-0.5236	-166.4	-5.1861	1.2543
10.89	-0.5236	-166.96	-5.8014	1.2543
10.9	-0.5236	-167.52	-6.4167	1.2543
10.91	-0.5236	-168.08	-6.9441	1.2543
10.92	-0.5236	-168.64	-7.6473	1.2543
10.93	-0.5236	-169.19	-8.1747	1.2543
10.94	-0.5236	-169.74	-8.79	1.2543
10.95	-0.5236	-170.29	-9.3174	1.2543
10.96	-0.5236	-170.84	-9.9327	1.2543
10.97	-0.5236	-171.39	-10.46	1.2543
10.98	-0.5236	-171.94	-11.075	1.2543
10.99	-0.5236	-172.49	-11.603	1.2543
11	-0.5236	-173.04	-12.13	1.2543
11.01	-0.5236	-173.59	-12.658	1.2543
11.02	-0.5236	-174.13	-13.185	1.2543
11.03	-0.5236	-174.68	-13.712	1.2543
11.04	-0.5236	-175.22	-14.152	1.2543
11.05	-0.5236	-175.76	-14.679	1.2543
11.06	-0.5236	-176.3	-15.119	1.2543
11.07	-0.5236	-176.84	-15.646	1.2543
11.08	-0.5236	-177.38	-15.998	1.2543
11.09	-0.5236	-177.91	-16.437	1.2543
11.1	-0.5236	-178.44	-16.877	1.2543
11.11	-0.5236	-178.97	-17.228	1.2543
11.12	-0.5236	-179.5	-17.668	1.2543
11.13	-0.5236	-180.04	-18.02	1.1454
11.14	-0.5236	-180.56	-18.371	1.1454
11.15	-0.5236	-181.09	-18.723	1.1454
11.16	-0.5236	-181.61	-18.986	1.1454
11.17	-0.5236	-182.13	-19.338	1.1454
11.18	-0.5236	-182.65	-19.602	1.1454
11.19	-0.5236	-183.17	-19.953	1.1454
11.2	-0.5236	-183.69	-20.129	1.1454
11.21	-0.5236	-184.2	-20.393	1.1454
11.22	-0.5236	-184.72	-20.657	1.1454
11.23	-0.5236	-185.23	-20.832	1.1454
11.24	-0.5236	-185.74	-21.096	1.1454
11.25	-0.5236	-186.25	-21.272	1.1454
11.26	-0.5236	-186.75	-21.448	1.1454
11.27	-0.5236	-187.26	-21.536	1.1454
11.28	-0.5236	-187.76	-21.711	1.1454
11.29	-0.5236	-188.26	-21.887	1.1454
11.3	-0.5236	-188.76	-21.975	1.1454
11.31	-0.5236	-189.25	-22.063	1.0365
11.32	-0.5236	-189.75	-22.151	1.0365
11.33	-0.5236	-190.24	-22.327	1.0365
11.34	-0.5236	-190.73	-22.327	1.0365
11.35	-0.5236	-191.22	-22.415	1.0365
11.36	-0.5236	-191.71	-22.415	1.0365
11.37	-0.5236	-192.19	-22.502	1.0365
11.38	-0.5236	-192.67	-22.59	1.0365
11.39	-0.5236	-193.15	-22.59	1.0365
11.4	-0.5236	-193.63	-22.59	0.9276
11.41	-0.5236	-194.11	-22.59	0.9276
11.42	-0.5236	-194.58	-22.59	0.9276
11.43	-0.5236	-195.05	-22.59	0.9276
11.44	-0.5236	-195.52	-22.59	0.9276
11.45	-0.5236	-195.99	-22.59	0.9276
11.46	-0.5236	-196.46	-22.59	0.9276
11.47	-0.5236	-196.91	-22.59	0.8187
11.48	-0.5236	-197.38	-22.502	0.8187
11.49	-0.5236	-197.84	-22.502	0.8187
11.5	-0.5236	-198.3	-22.502	0.8187
11.51	-0.5236	-198.76	-22.415	0.8187
11.52	-0.5236	-199.21	-22.415	0.8187
11.53	-0.5236	-199.66	-22.415	0.7098
11.54	-0.5236	-200.11	-22.327	0.7098
11.55	-0.5236	-200.56	-22.327	0.7098
11.56	-0.5236	-201.01	-22.327	0.7098
11.57	-0.5236	-201.46	-22.239	0.7098
11.58	-0.5236	-201.9	-22.239	0.6009
11.59	-0.5236	-202.34	-22.151	0.6009
11.6	-0.5236	-202.78	-22.151	0.6009
11.61	-0.5236	-203.21	-22.151	0.6009
11.62	-0.5236	-203.64	-22.063	0.6009
11.63	-0.5236	-204.07	-22.063	0.492
11.64	-0.5236	-204.5	-21.975	0.492
11.65	-0.5236	-204.92	-21.975	0.492
11.66	-0.5236	-205.35	-21.975	0.492
11.67	-0.5236	-205.77	-21.887	0.3831
11.68	-0.5236	-206.19	-21.887	0.3831
11.69	-0.5236	-206.61	-21.887	0.3831
11.7	-0.5236	-207.03	-21.799	0.2742
11.71	-0.5236	-207.44	-21.799	0.2742
11.72	-0.5236	-207.86	-21.799	0.2742
11.73	-0.5236	-208.27	-21.711	0.2742
11.74	-0.5236	-208.68	-21.711	0.1653
11.75	-0.5236	-209.08	-21.623	0.1653
11.76	-0.5236	-209.49	-21.623	0.1653
11.77	-0.5236	-209.89	-21.623	0.0564
11.78	-0.5236	-210.29	-21.536	0.0564
11.79	-0.5236	-210.68	-21.536	0.0564
11.8	-0.5236	-211.08	-21.536	-0.0525
11.81	-0.5236	-211.47	-21.448	-0.0525
11.82	-0.5236	-211.87	-21.448	-0.0525
11.83	-0.5236	-212.26	-21.448	-0.0525
11.84	-0.5236	-212.64	-21.448	-0.1614
11.85	-0.5236	-213.03	-21.36	-0.1614
11.86	-0.5236	-213.41	-21.36	-0.1614
11.87	-0.5236	-213.79	-21.36	-0.2703
11.88	-0.5236	-214.17	-21.36	-0.2703
11.89	-0.5236	-214.55	-21.272	-0.2703
11.9	-0.5236	-214.92	-21.272	-0.3792
11.91	-0.5236	-215.29	-21.272	-0.3792
11.92	-0.5236	-215.66	-21.272	-0.3792
11.93	-0.5236	-216.03	-21.272	-0.4881
11.94	-0.5236	-216.39	-21.272	-0.4881
11.95	-0.5236	-216.75	-21.272	-0.4881
11.96	-0.5236	-217.12	-21.272	-0.4881
11.97	-0.5236	-217.47	-21.272	-0.597
11.98	-0.5236	-217.83	-21.272	-0.597
11.99	-0.5236	-218.19	-21.36	-0.597
12	-0.5236	-218.54	-21.36	-0.7059
12.01	-0.5236	-218.89	-21.36	-0.7059
12.02	-0.5236	-219.23	-21.36	-0.7059
12.03	-0.5236	-219.58	-21.36	-0.8148
12.04	-0.5236	-219.93	-21.448	-0.8148
12.05	-0.5236	-220.26	-21.448	-0.8148
12.06	-0.5236	-220.6	-21.448	-0.8148
12.07	-0.5236	-220.94	-21.448	-0.9237
12.08	-0.5236	-221.27	-21.536	-0.9237
12.09	-0.5236	-221.6	-21.536	-0.9237
12.1	-0.5236	-221.93	-21.536	-1.0326
12.11	-0.5236	-222.26	-21.623	-1.0326
12.12	-0.5236	-222.58	-21.623	-1.0326
12.13	-0.5236	-222.91	-21.623	-1.0326
12.14	-0.5236	-223.23	-21.711	-1.1415
12.15	-0.5236	-223.55	-21.799	-1.1415
12.16	-0.5236	-223.87	-21.799	-1.1415
12.17	-0.5236	-224.18	-21.799	-1.1415
12.18	-0.5236	-224.49	-21.799	-1.2504
12.19	-0.5236	-224.8	-21.887	-1.2504
12.2	-0.5236	-225.11	-21.887	-1.2504
12.21	-0.5236	-225.41	-21.887	-1.3593
12.22	-0.5236	-225.72	-21.975	-1.3593
12.23	-0.5236	-226.02	-21.975	-1.3593
12.24	-0.5236	-226.32	-22.063	-1.3593
